leagueid,leaguename,leaguecountry,leaguelogo,leagueflag,leagueseason,teamid,teamname,teamlogo,form,fixturesplayedhome,fixturesplayedaway,fixturesplayedtotal,fixtureswinshome,fixtureswinsaway,fixtureswinstotal,fixturesdrawshome,fixturesdrawsaway,fixturesdrawstotal,fixturesloseshome,fixtureslosesaway,fixtureslosestotal,goalsfortotalhome,goalsfortotalaway,goalsfortotaltotal,goalsforaveragehome,goalsforaverageaway,goalsforaveragetotal,goalsforminute015total,goalsforminute015percentage,goalsforminute1630total,goalsforminute1630percentage,goalsforminute3145total,goalsforminute3145percentage,goalsforminute4660total,goalsforminute4660percentage,goalsforminute6175total,goalsforminute6175percentage,goalsforminute7690total,goalsforminute7690percentage,goalsforminute91105total,goalsforminute91105percentage,goalsforminute106120total,goalsforminute106120percentage,goalsagainsttotalhome,goalsagainsttotalaway,goalsagainsttotaltotal,goalsagainstaveragehome,goalsagainstaverageaway,goalsagainstaveragetotal,goalsagainstminute015total,goalsagainstminute015percentage,goalsagainstminute1630total,goalsagainstminute1630percentage,goalsagainstminute3145total,goalsagainstminute3145percentage,goalsagainstminute4660total,goalsagainstminute4660percentage,goalsagainstminute6175total,goalsagainstminute6175percentage,goalsagainstminute7690total,goalsagainstminute7690percentage,goalsagainstminute91105total,goalsagainstminute91105percentage,goalsagainstminute106120total,goalsagainstminute106120percentage,biggeststreakwins,biggeststreakdraws,biggeststreakloses,biggestwinshome,biggestwinsaway,biggestloseshome,biggestlosesaway,biggestgoalsforhome,biggestgoalsforaway,biggestgoalsagainsthome,biggestgoalsagainstaway,clean_sheethome,clean_sheetaway,clean_sheettotal,failed_to_scorehome,failed_to_scoreaway,failed_to_scoretotal,penaltyscoredtotal,penaltyscoredpercentage,penaltymissedtotal,penaltymissedpercentage,penaltytotal,cardsyellow015total,cardsyellow015percentage,cardsyellow1630total,cardsyellow1630percentage,cardsyellow3145total,cardsyellow3145percentage,cardsyellow4660total,cardsyellow4660percentage,cardsyellow6175total,cardsyellow6175percentage,cardsyellow7690total,cardsyellow7690percentage,cardsyellow91105total,cardsyellow91105percentage,cardsyellow106120total,cardsyellow106120percentage,cardsred015total,cardsred015percentage,cardsred1630total,cardsred1630percentage,cardsred3145total,cardsred3145percentage,cardsred4660total,cardsred4660percentage,cardsred6175total,cardsred6175percentage,cardsred7690total,cardsred7690percentage,cardsred91105total,cardsred91105percentage,cardsred106120total,cardsred106120percentage,lineups0formation,lineups0played,lineups1formation,lineups1played,lineups2formation,lineups2played,lineups3formation,lineups3played
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,14,Serbia,https://media.api-sports.io/football/teams/14.png,WLL,2,1,3,0,1,1,0,0,0,2,0,2,1,1,2,0.5,1.0,0.7,1,50.00%,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,2.0,0.0,1.3,NULL,NULL,NULL,NULL,1,25.00%,1,25.00%,1,25.00%,1,25.00%,NULL,NULL,NULL,NULL,1,0,0,NULL,0-1,0-2,NULL,1,1,2,0,0,1,1,1,0,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,4,44.44%,2,22.22%,1,11.11%,2,22.22%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,3,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,13,Senegal,https://media.api-sports.io/football/teams/13.png,WDL,1,2,3,0,1,1,0,1,1,1,0,1,0,4,4,0.0,2.0,1.3,1,33.33%,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,1,3,4,1.0,1.5,1.3,NULL,NULL,NULL,NULL,2,40.00%,NULL,NULL,1,20.00%,2,40.00%,NULL,NULL,NULL,NULL,1,1,0,NULL,1-2,0-1,NULL,0,2,1,2,0,0,0,1,0,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,3,50.00%,1,16.67%,2,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-4-2,2,4-1-4-1,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,10,England,https://media.api-sports.io/football/teams/10.png,WWLDWLL,2,5,7,1,2,3,0,1,1,1,2,3,6,6,12,3.0,1.2,1.7,3,18.75%,2,12.50%,2,12.50%,3,18.75%,1,6.25%,NULL,NULL,1,6.25%,4,25.00%,2,6,8,1.0,1.2,1.1,1,9.09%,NULL,NULL,1,9.09%,1,9.09%,1,9.09%,2,18.18%,1,9.09%,4,36.36%,2,1,1,6-1,0-2,0-1,2-0,6,2,1,2,0,1,1,1,1,2,7,87.50%,1,12.50%,8,NULL,NULL,1,12.50%,1,12.50%,3,37.50%,1,12.50%,2,25.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3-1-4-2,7,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,24,Poland,https://media.api-sports.io/football/teams/24.png,LLW,2,1,3,0,1,1,0,0,0,2,0,2,1,1,2,0.5,1.0,0.7,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,1,33.33%,NULL,NULL,NULL,NULL,5,0,5,2.5,0.0,1.7,NULL,NULL,NULL,NULL,1,25.00%,1,25.00%,2,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,NULL,0-1,0-3,NULL,1,1,3,0,0,1,1,1,0,1,0,0%,0,0%,0,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,2,3-4-3,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,25,Germany,https://media.api-sports.io/football/teams/25.png,LWL,2,1,3,1,0,1,0,0,0,1,1,2,2,0,2,1.0,0.0,0.7,NULL,NULL,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,2,2,4,1.0,2.0,1.3,NULL,NULL,NULL,NULL,2,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,2,50.00%,NULL,NULL,1,0,1,2-1,NULL,0-1,2-0,2,0,1,2,0,0,0,1,1,2,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,25.00%,3,75.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,NULL,NULL,4-2-3-1,3,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,19,Nigeria,https://media.api-sports.io/football/teams/19.png,LWL,2,1,3,1,0,1,0,0,0,1,1,2,3,0,3,1.5,0.0,1.0,NULL,NULL,NULL,NULL,1,25.00%,2,50.00%,1,25.00%,NULL,NULL,NULL,NULL,NULL,NULL,2,2,4,1.0,2.0,1.3,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,1,0,1,2-0,NULL,1-2,2-0,2,0,2,2,1,0,1,0,1,1,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,2,50.00%,NULL,NULL,1,25.00%,1,25.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3-5-2,2,4-2-3-1,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,22,Iran,https://media.api-sports.io/football/teams/22.png,WLD,2,1,3,0,1,1,1,0,1,1,0,1,1,1,2,0.5,1.0,0.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,2,0,2,1.0,0.0,0.7,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,1,33.33%,NULL,NULL,1,0,1,NULL,0-1,0-1,NULL,1,1,1,0,0,1,1,1,0,1,1,100.00%,0,0%,1,1,14.29%,NULL,NULL,NULL,NULL,3,42.86%,NULL,NULL,3,42.86%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-1-4-1,3,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,23,"Saudi Arabia",https://media.api-sports.io/football/teams/23.png,LLW,1,2,3,1,0,1,0,0,0,0,2,2,2,0,2,2.0,0.0,0.7,NULL,NULL,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,1,6,7,1.0,3.0,2.3,1,14.29%,2,28.57%,1,14.29%,NULL,NULL,1,14.29%,NULL,NULL,2,28.57%,NULL,NULL,0,0,2,2-1,NULL,NULL,5-0,2,0,1,5,0,0,0,0,2,2,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-1-4-1,2,4-2-3-1,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,31,Morocco,https://media.api-sports.io/football/teams/31.png,LLD,1,2,3,0,0,0,0,1,1,1,1,2,0,2,2,0.0,1.0,0.7,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,1,3,4,1.0,1.5,1.3,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,NULL,NULL,0,0,2,NULL,NULL,0-1,1-0,0,2,1,2,0,0,0,1,1,2,0,0%,0,0%,0,NULL,NULL,2,25.00%,4,50.00%,NULL,NULL,NULL,NULL,2,25.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,2,4-1-4-1,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,17,"South Korea",https://media.api-sports.io/football/teams/17.png,LLW,2,1,3,1,0,1,0,0,0,1,1,2,3,0,3,1.5,0.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,100.00%,NULL,NULL,2,1,3,1.0,1.0,1.0,NULL,NULL,1,33.33%,NULL,NULL,NULL,NULL,2,66.67%,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2-0,NULL,1-2,1-0,2,0,2,1,1,0,1,0,1,1,0,0%,0,0%,0,2,20.00%,1,10.00%,NULL,NULL,3,30.00%,3,30.00%,1,10.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-3-3,1,4-2-3-1,1,4-4-2,1,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,18,Iceland,https://media.api-sports.io/football/teams/18.png,DLL,1,2,3,0,0,0,0,1,1,1,1,2,1,1,2,1.0,0.5,0.7,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,2,3,5,2.0,1.5,1.7,NULL,NULL,1,20.00%,NULL,NULL,2,40.00%,1,20.00%,1,20.00%,NULL,NULL,NULL,NULL,0,1,0,NULL,NULL,1-2,2-0,1,1,2,2,0,0,0,0,1,1,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-4-1-1,1,4-4-2,1,4-2-3-1,1,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,27,Portugal,https://media.api-sports.io/football/teams/27.png,DWDL,2,2,4,1,0,1,1,1,2,0,1,1,4,2,6,2.0,1.0,1.5,2,33.33%,NULL,NULL,2,33.33%,1,16.67%,NULL,NULL,1,16.67%,NULL,NULL,NULL,NULL,3,3,6,1.5,1.5,1.5,1,16.67%,1,16.67%,NULL,NULL,2,33.33%,1,16.67%,NULL,NULL,1,16.67%,NULL,NULL,1,1,0,1-0,NULL,NULL,2-1,3,1,3,2,1,0,1,0,0,0,1,100.00%,0,0%,1,NULL,NULL,1,14.29%,1,14.29%,NULL,NULL,1,14.29%,4,57.14%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-4-2,4,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,29,"Costa Rica",https://media.api-sports.io/football/teams/29.png,LLD,1,2,3,0,0,0,0,1,1,1,1,2,0,2,2,0.0,1.0,0.7,NULL,NULL,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,5,1.0,2.0,1.7,NULL,NULL,NULL,NULL,1,16.67%,1,16.67%,NULL,NULL,1,16.67%,3,50.00%,NULL,NULL,0,0,2,NULL,NULL,0-1,2-0,0,2,1,2,0,0,0,1,1,2,0,0%,0,0%,0,1,16.67%,2,33.33%,NULL,NULL,1,16.67%,NULL,NULL,2,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3-4-2-1,3,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,32,Egypt,https://media.api-sports.io/football/teams/32.png,LLL,1,2,3,0,0,0,0,0,0,1,2,3,0,2,2,0.0,1.0,0.7,NULL,NULL,1,33.33%,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,1,5,6,1.0,2.5,2.0,NULL,NULL,NULL,NULL,NULL,NULL,2,40.00%,1,20.00%,1,20.00%,1,20.00%,NULL,NULL,0,0,3,NULL,NULL,0-1,3-1,0,1,1,3,0,0,0,1,0,1,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,1,20.00%,1,20.00%,NULL,NULL,3,60.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,3,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,21,Denmark,https://media.api-sports.io/football/teams/21.png,WDDD,2,2,4,0,1,1,2,1,3,0,0,0,1,2,3,0.5,1.0,0.8,2,40.00%,NULL,NULL,NULL,NULL,1,20.00%,NULL,NULL,NULL,NULL,NULL,NULL,2,40.00%,1,1,2,0.5,0.5,0.5,1,20.00%,NULL,NULL,1,20.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,60.00%,1,0,0,NULL,0-1,NULL,NULL,1,1,1,1,1,1,2,1,0,1,2,40.00%,3,60.00%,5,NULL,NULL,NULL,NULL,2,33.33%,NULL,NULL,NULL,NULL,3,50.00%,NULL,NULL,1,16.67%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,2,4-4-1-1,1,4-1-4-1,1,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,26,Argentina,https://media.api-sports.io/football/teams/26.png,DLWL,2,2,4,0,1,1,1,0,1,1,1,2,1,5,6,0.5,2.5,1.5,1,16.67%,1,16.67%,1,16.67%,1,16.67%,NULL,NULL,1,16.67%,1,16.67%,NULL,NULL,4,5,9,2.0,2.5,2.3,1,11.11%,1,11.11%,NULL,NULL,3,33.33%,2,22.22%,1,11.11%,1,11.11%,NULL,NULL,1,1,1,NULL,1-2,0-3,4-3,1,3,3,4,0,0,0,1,0,1,0,0%,0,0%,0,1,9.09%,1,9.09%,1,9.09%,3,27.27%,1,9.09%,4,36.36%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-3-3,1,4-2-3-1,1,3-4-2-1,1,4-4-2,1
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,20,Australia,https://media.api-sports.io/football/teams/20.png,LDL,1,2,3,0,0,0,0,1,1,1,1,2,0,2,2,0.0,1.0,0.7,NULL,NULL,NULL,NULL,1,33.33%,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,2,3,5,2.0,1.5,1.7,1,25.00%,1,25.00%,NULL,NULL,2,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,NULL,NULL,0-2,2-1,0,1,2,2,0,0,0,1,0,1,2,100.00%,0,0%,2,2,28.57%,NULL,NULL,NULL,NULL,2,28.57%,1,14.29%,2,28.57%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-4-1-1,3,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,28,Tunisia,https://media.api-sports.io/football/teams/28.png,LLW,1,2,3,0,1,1,0,0,0,1,1,2,1,4,5,1.0,2.0,1.7,NULL,NULL,1,16.67%,2,33.33%,1,16.67%,1,16.67%,NULL,NULL,1,16.67%,NULL,NULL,2,6,8,2.0,3.0,2.7,2,28.57%,1,14.29%,NULL,NULL,2,28.57%,NULL,NULL,1,14.29%,1,14.29%,NULL,NULL,0,0,2,NULL,1-2,1-2,5-2,1,2,2,5,0,0,0,0,0,0,1,100.00%,0,0%,1,1,25.00%,NULL,NULL,1,25.00%,NULL,NULL,1,25.00%,1,25.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-1-4-1,2,4-3-3,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,30,Peru,https://media.api-sports.io/football/teams/30.png,LLW,1,2,3,0,1,1,0,0,0,1,1,2,0,2,2,0.0,1.0,0.7,NULL,NULL,1,50.00%,NULL,NULL,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,2,1.0,0.5,0.7,NULL,NULL,NULL,NULL,1,50.00%,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,NULL,0-2,0-1,1-0,0,2,1,1,0,1,1,1,1,2,0,0%,0,0%,0,NULL,NULL,1,20.00%,2,40.00%,NULL,NULL,NULL,NULL,2,40.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,3,NULL,NULL,NULL,NULL,NULL,NULL
